Year,HPI Percentile Ranking,Encounter Setting,Category,Category Description,Diagnosis Group,Residence,Count
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Not Homeless,19025
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Homeless,17377
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Homeless,12229
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Homeless,6921
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Homeless,19537
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Not Homeless,607577
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Not Homeless,26848
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Not Homeless,92049
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Not Homeless,60049
2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Homeless,523
2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Homeless,25
2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Homeless,94
2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Homeless,68
2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Not Homeless,609847
2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Not Homeless,2176
2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Not Homeless,26970
2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Not Homeless,6471
2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Homeless,11859
2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Homeless,6520
2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Homeless,5277
2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Homeless,8933
2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Not Homeless,911568
2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Not Homeless,33848
2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Not Homeless,81563
2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Not Homeless,131998
2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Homeless,12924
2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Homeless,5967
2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Homeless,4211
2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Homeless,10278
2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Not Homeless,581421
2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Not Homeless,25497
2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Not Homeless,57653
2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Not Homeless,101441
2020,0-25 (Least Healthy),ED Visit,Age Group,60+,All Other Diagnoses,Homeless,5454
2020,0-25 (Least Healthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Homeless,1501
2020,0-25 (Least Healthy),ED Visit,Age Group,60+,Mental Health Disorders,Homeless,1174
2020,0-25 (Least Healthy),ED Visit,Age Group,60+,Substance Use Disorders,Homeless,3755
2020,0-25 (Least Healthy),ED Visit,Age Group,60+,All Other Diagnoses,Not Homeless,446404
2020,0-25 (Least Healthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Not Homeless,9013
2020,0-25 (Least Healthy),ED Visit,Age Group,60+,Mental Health Disorders,Not Homeless,40771
2020,0-25 (Least Healthy),ED Visit,Age Group,60+,Substance Use Disorders,Not Homeless,45112
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Homeless,568
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Homeless,52
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Homeless,124
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Homeless,75
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Not Homeless,456114
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Not Homeless,2318
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Not Homeless,24811
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Not Homeless,5530
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Homeless,10198
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Homeless,7136
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Homeless,4594
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Homeless,8433
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Not Homeless,730352
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Not Homeless,32048
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Not Homeless,77866
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Not Homeless,106760
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Homeless,12068
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Homeless,6054
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Homeless,4231
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Homeless,10781
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Not Homeless,516224
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Not Homeless,24178
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Not Homeless,58411
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Not Homeless,83500
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,All Other Diagnoses,Homeless,5317
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Homeless,1364
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,Mental Health Disorders,Homeless,1460
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,Substance Use Disorders,Homeless,3881
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,All Other Diagnoses,Not Homeless,490218
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Not Homeless,10122
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,Mental Health Disorders,Not Homeless,52952
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,Substance Use Disorders,Not Homeless,40964
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Homeless,265
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Homeless,47
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Homeless,78
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Homeless,36
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Not Homeless,295031
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Not Homeless,2072
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Not Homeless,21735
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Not Homeless,3755
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Homeless,7689
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Homeless,4796
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Homeless,4059
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Homeless,5841
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Not Homeless,497918
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Not Homeless,25935
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Not Homeless,65095
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Not Homeless,73190
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Homeless,9207
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Homeless,4590
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Homeless,3765
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Homeless,6987
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Not Homeless,388859
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Not Homeless,19175
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Not Homeless,50231
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Not Homeless,59526
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,All Other Diagnoses,Homeless,3661
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Homeless,982
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,Mental Health Disorders,Homeless,1225
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,Substance Use Disorders,Homeless,2434
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,All Other Diagnoses,Not Homeless,465612
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Not Homeless,9123
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,Mental Health Disorders,Not Homeless,57153
2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,Substance Use Disorders,Not Homeless,31935
2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Homeless,480
2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Homeless,41
2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Homeless,96
2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Homeless,60
2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Not Homeless,193299
2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Not Homeless,1575
2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Not Homeless,16351
2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Not Homeless,2569
2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Homeless,13230
2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Homeless,10384
2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Homeless,6448
2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Homeless,13082
2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Not Homeless,316625
2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Not Homeless,18355
2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Not Homeless,45483
2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Not Homeless,42702
2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Homeless,17238
2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Homeless,11310
2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Homeless,6516
2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Homeless,18778
2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Not Homeless,285112
2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Not Homeless,14303
2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Not Homeless,37626
2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Not Homeless,38256
2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,All Other Diagnoses,Homeless,8684
2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Homeless,3051
2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,Mental Health Disorders,Homeless,2682
2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,Substance Use Disorders,Homeless,7812
2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,All Other Diagnoses,Not Homeless,390202
2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Not Homeless,7128
2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,Mental Health Disorders,Not Homeless,50572
2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,Substance Use Disorders,Not Homeless,21883
